reg_no,name,grade,score,entries,racing_now,today_race,starts,dq,form_emoji,form_avg,retired
013548,手島 志誠,A2,80.33,いわき平@09/27-09/29;静岡@10/07-10/09;宇都宮@10/30-11/01,,,9,0,,4.4,
013549,堀 勝政,A3,74.41,静岡@10/07-10/09;前橋@10/21-10/23,川崎,川崎Ｆ２@09/24/2R;川崎Ｆ２@09/25/5R;川崎Ｆ２@09/26/6R,24,0,,3.2,
013550,安部 達也,A1,86.62,大垣@10/06-10/08;前橋@10/13-10/15;川崎@10/24-10/26,,,16,0,,4.4,
013551,女屋 文伸,A3,72.28,前橋@09/30-10/02;川崎@10/09-10/11,,,21,0,,3.8,
013553,小島 雅章,A2,81.70,青森@09/30-10/02;静岡@10/15-10/17,,,24,0,🥺,4.8,
013555,台 和紀,A1,88.91,青森@09/30-10/02;松阪@10/21-10/23,,,24,0,🚀,2.6,
013556,山信田 学,A2,80.09,広島@09/28-09/30;奈良@10/14-10/16;四日市@10/21-10/23;西武園@10/30-11/01,,,18,0,🥺,4.8,
013560,小佐野 文秀,A2,85.90,いわき平@09/27-09/29;平塚@10/08-10/10;松阪@10/21-10/23,,,18,0,,3.6,
013567,吉原 友彦,A3,66.40,前橋@09/30-10/02;青森@10/19-10/21,,,5,0,🥺,5.0,
013568,大木 雅也,A1,89.61,武雄@10/03-10/05;取手@10/19-10/21,,,21,0,🚀,2.4,
013570,加藤 寛治,A1,88.47,玉野@10/13-10/15;奈良@10/23-10/25,,,21,0,🚀,2.2,
013571,小林 信晴,A1,91.42,松山@10/04-10/06;佐世保@10/18-10/20,,,19,0,,4.0,
013575,渡会 啓介,A2,80.52,玉野@09/27-09/29;奈良@10/09-10/11;広島@10/18-10/20,,,21,0,🥺,4.6,
013576,土岐 幹多,A2,84.61,小倉@10/11-10/13;佐世保@10/18-10/20,,,18,0,🚀,3.0,
013580,河村 章憲,A2,80.95,熊本@10/12-10/14;松阪@10/21-10/23;宇都宮@10/30-11/01,,,24,0,🥺,5.4,
013581,薮 謙治,A2,78.62,岐阜@10/10-10/12;富山@10/17-10/19;大垣@10/27-10/29,岸和,岸和Ｆ１@09/26/3R,16,0,🥺,5.0,
013582,肥後 尚己,A1,88.95,いわき平@10/04-10/06;奈良@10/14-10/16;松阪@10/21-10/23,,,21,0,🥺,5.0,
013584,坂田 学,A2,79.88,広島@10/18-10/20;小田原@10/26-10/28,,,23,0,🥺,5.8,
013587,船曳 義之,A2,79.72,久留米@10/01-10/03;富山@10/10-10/12;小田原@10/20-10/22,,,22,0,🥺,5.2,
013588,齋藤 仁,A3,69.08,松戸@10/03-10/05;名古屋@10/24-10/26,川崎,川崎Ｆ２@09/24/7R;川崎Ｆ２@09/25/3R;川崎Ｆ２@09/26/5R,23,0,,3.6,
013589,佐竹 和也,A1,87.61,広島@09/28-09/30;奈良@10/05-10/07;四日市@10/16-10/18;小松島@10/24-10/26,,,21,0,,3.4,
013591,山本 宏明,A3,66.16,前橋@09/30-10/02;武雄@10/09-10/11,,,6,0,🥺,5.2,
013594,高田 真幸,A1,79.69,武雄@10/03-10/05;佐世保@10/18-10/20;京王閣@10/26-10/28,,,26,0,🥺,6.6,
013595,別所 英幸,A2,77.93,広島@10/18-10/20;大垣@10/27-10/29,別府,別府Ｆ２@09/24/7R;別府Ｆ２@09/25/9R;別府Ｆ２@09/26/8R,15,0,🥺,5.8,
013601,工藤 政志,A2,84.95,静岡@10/07-10/09;武雄@10/17-10/19,,,21,0,🚀,3.0,
013608,鈴木 誠,A1,82.83,富山@10/17-10/19;宇都宮@10/30-11/01,,,12,0,,3.8,
013610,土屋 仁,A1,88.28,取手@10/19-10/21;青森@10/29-10/31,,,21,0,,3.2,
013613,宗景 祐樹,A2,,川崎@10/09-10/11;富山@10/17-10/19,,,0,0,,,
013615,山口 貴弘,A2,84.28,いわき平@09/27-09/29;前橋@10/06-10/08;大宮@10/22-10/24,,,21,0,🥺,4.8,
013616,渡邉 高志,A1,85.40,四日市@10/21-10/23;宇都宮@10/30-11/01,,,27,0,🥺,4.6,
013621,國廣 哲治,A2,82.28,西武園@10/30-11/01,青森,青森Ｆ２@09/26/3R,21,0,🥺,5.0,
013629,福森 慎太郎,A2,78.39,いわき平@10/12-10/14;青森@10/24-10/26,,,23,0,,3.4,
013632,川口 直人,A1,92.00,青森@09/30-10/02;小田原@10/20-10/22,,,21,0,🚀,3.0,
013635,柏木 伸介,A2,,青森@09/30-10/02;静岡@10/07-10/09;武雄@10/17-10/19,,,0,0,,,
013638,村上 卓茂,A2,86.18,富山@10/10-10/12;取手@10/19-10/21,,,27,0,🚀,3.0,
013640,西村 豊,A1,91.00,玉野@09/27-09/29;奈良@10/09-10/11;四日市@10/21-10/23,,,15,0,,4.0,
013641,竹内 一暢,A1,84.28,岐阜@10/10-10/12;名古屋@10/24-10/26,岸和,岸和Ｆ１@09/26/1R,21,0,,3.4,
013645,川木 敬大,A1,86.50,大宮@10/06-10/08;名古屋@10/24-10/26,,,24,0,,3.8,
013646,日浅 保幸,A2,78.50,奈良@10/05-10/07;小松島@10/24-10/26,岸和,岸和Ｆ１@09/26/4R,19,0,🥺,5.4,
013647,光畑 政志,A3,69.66,平塚@10/03-10/05;青森@10/14-10/16;久留米@10/27-10/29,弥彦,弥彦Ｆ２@09/24/3R;弥彦Ｆ２@09/25/2R;弥彦Ｆ２@09/26/1R,18,0,,3.8,
013650,吉本 哲郎,A1,91.83,佐世保@09/30-10/02;別府@10/28-10/30,,,18,0,🚀,3.0,
013651,井山 和裕,A3,67.33,奈良@10/09-10/11;四日市@10/16-10/18,川崎,川崎Ｆ２@09/24/3R;川崎Ｆ２@09/25/1R;川崎Ｆ２@09/26/2R,12,0,🥺,4.8,
013652,隅 直幸,A1,81.76,武雄@10/03-10/05;岐阜@10/10-10/12,岸和,岸和Ｆ１@09/26/2R,13,0,🥺,4.6,
013653,森安 崇之,A1,92.59,岐阜@10/10-10/12;久留米@10/27-10/29,,,22,1,,4.2,
013654,滝山 実,A2,81.15,佐世保@09/30-10/02;小田原@10/20-10/22;岐阜@10/28-10/30,,,26,0,,3.8,
013659,高比良 豪,A2,81.60,玉野@10/13-10/15;四日市@10/21-10/23,熊本,熊本Ｆ２@09/24/3R;熊本Ｆ２@09/25/6R;熊本Ｆ２@09/26/5R,15,1,🥺,4.8,
013660,徳吉 広紀,A2,83.52,大宮@10/01-10/03;小松島@10/24-10/26,別府,別府Ｆ２@09/24/8R;別府Ｆ２@09/25/9R;別府Ｆ２@09/26/8R,21,0,,4.0,
013663,中野 功史,A3,70.18,奈良@10/09-10/11;青森@10/19-10/21;武雄@10/27-10/29,,,16,0,,4.2,
013667,田中 洋輔,A1,85.27,防府@09/29-10/01;奈良@10/09-10/11;広島@10/18-10/20;大垣@10/27-10/29,,,18,0,🥺,4.8,
013668,佐々木 孝司,A2,79.42,小松島@10/03-10/05;玉野@10/13-10/15;西武園@10/30-11/01,青森,青森Ｆ２@09/26/2R,21,0,🥺,6.4,
013676,塚本 諭,A3,70.61,松戸@10/03-10/05;青森@10/19-10/21;名古屋@10/30-11/01,,,21,0,🥺,4.6,
013678,菊池 崇訓,A3,67.16,大垣@10/06-10/08;前橋@10/13-10/15;和歌山@10/26-10/28,,,18,0,🥺,5.2,
013684,吉橋 秀城,A3,68.93,平塚@10/03-10/05;青森@10/14-10/16,弥彦,弥彦Ｆ２@09/24/3R;弥彦Ｆ２@09/25/4R;弥彦Ｆ２@09/26/3R,15,0,,3.8,
013690,伊藤 大理,A2,82.63,大宮@10/01-10/03;川崎@10/24-10/26,,,22,0,,4.2,
013692,佐野 多喜男,A3,69.50,奈良@09/30-10/02;青森@10/19-10/21;松戸@10/30-11/01,,,22,0,,4.0,
013693,藤原 憲征,A1,95.26,武雄@10/03-10/05;富山@10/17-10/19;宇都宮@10/30-11/01,熊本,熊本Ｆ２@09/24/7R;熊本Ｆ２@09/25/6R;熊本Ｆ２@09/26/4R,15,1,🚀,2.0,
013695,岡本 英之,A1,87.09,松山@10/04-10/06;いわき平@10/12-10/14;川崎@10/24-10/26,,,21,0,,3.6,
013705,佐藤 有輝,A3,72.10,平塚@09/28-09/30;大宮@10/12-10/14;取手@10/19-10/21;松戸@10/30-11/01,,,28,0,,3.8,
013710,榎本 光男,A2,,,,,0,0,,,
013711,小林 則之,A1,90.72,武雄@09/27-09/29;別府@10/14-10/16;京王閣@10/26-10/28,,,18,0,🚀,2.8,
013713,丸山 勝也,A3,68.33,奈良@09/30-10/02;前橋@10/13-10/15;松戸@10/30-11/01,,,21,0,,4.2,
013716,佐藤 亙,A1,90.83,大宮@10/01-10/03;富山@10/10-10/12;松阪@10/21-10/23,別府,別府Ｆ２@09/24/11R;別府Ｆ２@09/25/9R;別府Ｆ２@09/26/11R,18,0,🚀,1.6,
013723,高谷 進太郎,A2,81.16,玉野@09/27-09/29;静岡@10/07-10/09;宇都宮@10/30-11/01,,,6,0,🥺,5.0,
013728,伊狩 知人,A3,69.72,静岡@10/07-10/09;和歌山@10/26-10/28,,,22,1,🥺,5.4,
013729,堺 文人,A2,80.66,川崎@10/01-10/03;富山@10/17-10/19,別府,別府Ｆ２@09/24/10R;別府Ｆ２@09/25/11R;別府Ｆ２@09/26/7R,21,0,,4.4,
013735,井上 剛,A3,71.40,前橋@09/30-10/02;武雄@10/09-10/11,,,15,0,🥺,4.6,
013736,榊原 洋,A2,82.45,佐世保@09/30-10/02;四日市@10/07-10/09;小田原@10/20-10/22,,,20,0,,3.6,
013738,眞鍋 伸也,A2,76.76,防府@10/04-10/06;奈良@10/23-10/25,,,26,0,🥺,6.0,
013740,大久保 直也,A3,,前橋@10/21-10/23;松戸@10/30-11/01,,,0,0,,,
013742,葛西 雄太郎,A2,80.66,玉野@09/27-09/29;防府@10/04-10/06;小田原@10/26-10/28,,,21,0,🥺,5.2,
013743,藤田 剣次,A3,73.80,平塚@10/03-10/05;名古屋@10/30-11/01,弥彦,弥彦Ｆ２@09/24/5R;弥彦Ｆ２@09/25/7R;弥彦Ｆ２@09/26/6R,21,0,,3.8,
013747,伊藤 大志,A1,94.66,前橋@10/06-10/08;川崎@10/24-10/26,,,18,0,🚀,3.0,
013748,佐々木 省司,A1,91.38,いわき平@09/27-09/29;大宮@10/06-10/08;奈良@10/23-10/25,,,21,0,🚀,2.6,
013749,及川 裕奨,A3,74.28,青森@10/14-10/16;防府@10/23-10/25;松戸@10/30-11/01,川崎,川崎Ｆ２@09/24/6R;川崎Ｆ２@09/25/7R;川崎Ｆ２@09/26/4R,21,0,,3.2,
013755,佐藤 悦夫,A1,,静岡@10/15-10/17;川崎@10/24-10/26,,,0,0,,,
013760,矢口 啓一郎,A2,87.22,いわき平@10/04-10/06;西武園@10/30-11/01,,,18,0,,4.2,
013761,新井 剛央,A2,80.38,前橋@10/06-10/08;別府@10/14-10/16;四日市@10/21-10/23,,,21,0,🥺,4.6,
013763,川上 真二郎,A3,72.00,松戸@10/03-10/05;前橋@10/13-10/15;和歌山@10/26-10/28,,,24,0,,3.8,
013766,武井 大介,A1,89.70,四日市@10/07-10/09;大垣@10/22-10/24;弥彦@10/30-11/01,,,10,0,,,
013767,松丸 裕紀,A3,72.14,前橋@09/30-10/02;岐阜@10/10-10/12;川崎@10/20-10/22,別府,別府Ｆ２@09/24/4R;別府Ｆ２@09/25/3R;別府Ｆ２@09/26/9R,21,0,,3.2,
013768,旭 啓介,A3,71.33,前橋@09/30-10/02;大宮@10/22-10/24,,,24,0,,3.2,
013771,吉川 誠,A3,70.00,富山@10/17-10/19;宇都宮@10/30-11/01,弥彦,弥彦Ｆ２@09/24/2R;弥彦Ｆ２@09/25/7R;弥彦Ｆ２@09/26/4R,3,0,,3.6,
013775,鈴木 良太,A1,85.33,静岡@10/07-10/09;高知@10/17-10/19,青森,青森Ｆ２@09/26/1R,12,0,🥺,4.6,
013776,小塚 潤,A3,69.00,いわき平@10/04-10/06;富山@10/17-10/19;名古屋@10/24-10/26,,,19,0,🥺,5.4,
013781,服部 正継,A3,68.64,武雄@10/09-10/11;いわき平@10/21-10/23,,,17,0,🥺,4.8,
013782,原 真司,A1,88.28,玉野@09/27-09/29;取手@10/19-10/21;大垣@10/27-10/29,,,21,0,🚀,3.0,
013784,太田 雅之,A2,77.88,玉野@09/27-09/29;熊本@10/12-10/14;別府@10/28-10/30,,,18,0,🥺,6.0,
013788,白崎 芳典,A3,66.80,大垣@10/06-10/08;いわき平@10/21-10/23,弥彦,弥彦Ｆ２@09/24/6R;弥彦Ｆ２@09/25/3R;弥彦Ｆ２@09/26/3R,15,0,🥺,5.6,
013792,辰己 豊,A1,85.42,防府@10/04-10/06;広島@10/18-10/20,,,21,0,,4.0,
013794,川西 亮介,A3,66.94,前橋@09/30-10/02;岐阜@10/10-10/12,奈良,奈良Ｆ２@09/24/4R;奈良Ｆ２@09/25/2R;奈良Ｆ２@09/26/3R,19,0,🥺,5.2,
013796,陶器 一馬,A3,71.10,久留米@10/01-10/03;岐阜@10/10-10/12,弥彦,弥彦Ｆ２@09/24/1R,20,0,,3.4,
013799,真田 晃,A2,84.94,小倉@10/11-10/13;取手@10/19-10/21,熊本,熊本Ｆ２@09/24/1R;熊本Ｆ２@09/25/5R;熊本Ｆ２@09/26/6R,18,0,,4.4,
013802,大林 亮介,A3,73.52,久留米@10/01-10/03;岐阜@10/10-10/12;川崎@10/20-10/22,奈良,奈良Ｆ２@09/24/3R;奈良Ｆ２@09/25/5R;奈良Ｆ２@09/26/4R,21,0,,3.4,
013809,杉山 剛,A2,82.48,小倉@10/11-10/13;大垣@10/27-10/29,,,25,0,,4.0,
013810,良永 浩一,A1,88.80,平塚@10/08-10/10;佐世保@10/18-10/20,,,5,0,,,
013811,池田 浩士,A2,85.26,松山@10/04-10/06;広島@10/18-10/20;大垣@10/27-10/29,,,20,0,,4.2,
013817,吉川 裕二,A2,85.60,広島@09/28-09/30;大宮@10/06-10/08;四日市@10/16-10/18;久留米@10/27-10/29,,,15,0,,3.4,
013818,赤星 俊光,A3,65.60,四日市@10/16-10/18;名古屋@10/24-10/26,弥彦,弥彦Ｆ２@09/24/2R;弥彦Ｆ２@09/25/1R;弥彦Ｆ２@09/26/2R,20,1,,4.4,
013822,米原 大輔,A2,80.80,防府@09/29-10/01;熊本@10/12-10/14;武雄@10/27-10/29,,,21,0,,4.4,
013824,上吹越 直樹,A1,91.44,佐世保@09/30-10/02;岐阜@10/10-10/12;小松島@10/24-10/26,,,18,0,🥺,4.6,
013826,田原 大広,A1,85.55,いわき平@09/27-09/29;前橋@10/06-10/08;小松島@10/24-10/26,,,18,0,,4.0,
013827,佐藤 雅彦,A1,89.22,武雄@09/27-09/29;前橋@10/06-10/08;玉野@10/13-10/15;大垣@10/22-10/24,,,18,0,,3.2,
013828,引地 正人,A1,83.93,大垣@10/06-10/08,,,15,0,,4.2,
013830,田崎 良太郎,A3,68.50,奈良@09/30-10/02;取手@10/19-10/21;名古屋@10/30-11/01,,,10,1,🥺,4.8,
013834,平石 浩之,A1,88.52,小松島@10/03-10/05;いわき平@10/12-10/14;岐阜@10/28-10/30,,,21,0,,3.2,
013838,山田 武,A2,79.27,川崎@10/09-10/11;高知@10/17-10/19,,,22,0,🥺,4.8,
013839,若林 耕司,A2,79.28,小倉@10/11-10/13;取手@10/19-10/21,青森,青森Ｆ２@09/26/4R,21,0,🥺,4.8,
013840,高瀬 卓,A3,64.60,平塚@10/03-10/05;青森@10/19-10/21,,,20,0,🥺,6.2,
013845,加賀美 智史,A2,81.76,富山@10/10-10/12;取手@10/19-10/21,,,26,0,,4.4,
013847,小林 大能,A3,64.81,平塚@10/03-10/05;青森@10/19-10/21,,,16,0,🥺,5.4,
013853,長田 祐弥,A1,91.16,いわき平@09/27-09/29;川崎@10/09-10/11;松阪@10/21-10/23;岐阜@10/28-10/30,,,6,0,,3.6,
013854,川田 忍,A2,85.43,いわき平@10/12-10/14;小田原@10/20-10/22,,,16,0,🥺,5.2,
013857,浅沼 聖士,A2,83.50,取手@10/19-10/21;武雄@10/27-10/29,青森,青森Ｆ２@09/26/5R,22,0,,3.4,
013859,荒木 伸哉,A1,86.10,前橋@10/06-10/08;青森@10/24-10/26,岸和,岸和Ｆ１@09/26/4R,19,1,,4.0,
013860,藤原 清隆,A2,78.77,川崎@10/09-10/11;青森@10/24-10/26,,,9,0,🥺,5.4,
013861,岡田 大門,A3,68.69,岐阜@10/10-10/12;和歌山@10/26-10/28,弥彦,弥彦Ｆ２@09/24/4R;弥彦Ｆ２@09/25/1R;弥彦Ｆ２@09/26/3R,23,0,🥺,4.6,
013863,吉田 健市,A1,87.68,佐世保@09/30-10/02;四日市@10/16-10/18,,,16,0,,3.6,
013867,樋口 奨平,A3,68.66,いわき平@10/04-10/06;四日市@10/16-10/18,奈良,奈良Ｆ２@09/24/2R;奈良Ｆ２@09/25/4R;奈良Ｆ２@09/26/2R,15,0,,,
013884,守谷 陽介,A1,92.66,玉野@09/27-09/29;防府@10/04-10/06;小倉@10/11-10/13,,,21,0,🚀,3.0,
013885,柳谷 崇,A1,91.60,大宮@10/01-10/03;玉野@10/13-10/15;小田原@10/26-10/28,,,20,0,,3.8,
013887,沖本 尚織,A3,71.80,平塚@09/28-09/30;高知@10/07-10/09;青森@10/19-10/21;武雄@10/27-10/29,,,5,0,,,
013888,細川 貴史,A1,82.80,佐世保@10/18-10/20;大垣@10/27-10/29,,,20,0,,3.4,
013890,藤原 浩,A1,89.83,川崎@10/20-10/22;別府@10/28-10/30,熊本,熊本Ｆ２@09/24/1R;熊本Ｆ２@09/25/7R;熊本Ｆ２@09/26/6R,12,0,,3.2,
013892,梶山 裕次郎,A2,82.40,岐阜@10/10-10/12;広島@10/18-10/20,熊本,熊本Ｆ２@09/24/1R;熊本Ｆ２@09/25/2R;熊本Ｆ２@09/26/2R,17,0,,4.0,
013893,片山 直人,A2,77.71,玉野@09/27-09/29;防府@10/04-10/06;武雄@10/17-10/19;青森@10/29-10/31,,,18,0,🥺,5.6,
013895,松尾 大樹,A2,82.55,防府@09/29-10/01;奈良@10/09-10/11;四日市@10/16-10/18;武雄@10/27-10/29,,,18,0,,4.0,
013896,安東 英博,A2,81.95,川崎@10/01-10/03;別府@10/14-10/16;青森@10/29-10/31,,,24,0,,4.2,
013897,加藤 大輔,A3,73.51,平塚@09/28-09/30;奈良@10/09-10/11;久留米@10/27-10/29,,,27,0,🚀,3.0,
013899,山田 和巧,A2,84.80,川崎@10/09-10/11;青森@10/24-10/26,,,21,0,🥺,4.6,
013901,山田 敦也,A1,94.94,大垣@10/06-10/08;前橋@10/13-10/15,青森,青森Ｆ２@09/26/7R,18,0,🚀,2.8,
013902,岩崎 将士,A1,84.42,いわき平@10/04-10/06;西武園@10/30-11/01,青森,青森Ｆ２@09/26/6R,21,0,,3.8,
013903,川崎 健次,A1,88.83,平塚@09/28-09/30;いわき平@10/12-10/14;松阪@10/21-10/23,,,24,0,,3.2,
013907,佐藤 正吾,A2,83.66,松山@10/04-10/06;小田原@10/20-10/22,青森,青森Ｆ２@09/26/2R,21,0,🥺,5.0,
013908,菅田 和宏,A2,83.36,前橋@10/06-10/08;武雄@10/17-10/19,,,22,0,,3.2,
013910,高橋 秀吉,A1,84.80,松山@10/04-10/06;宇都宮@10/30-11/01,青森,青森Ｆ２@09/26/5R,20,0,,3.6,
013914,小谷田 公則,A1,85.14,平塚@09/28-09/30;前橋@10/06-10/08;松阪@10/21-10/23,,,21,0,,4.0,
013915,坂口 卓士,A2,87.16,いわき平@10/04-10/06;別府@10/14-10/16;青森@10/24-10/26,,,18,0,,3.4,
013916,白石 大輔,A1,86.29,川崎@10/09-10/11;松阪@10/21-10/23;岐阜@10/28-10/30,,,21,0,🚀,3.0,
013924,阿久津 修,A1,88.14,奈良@10/05-10/07;いわき平@10/12-10/14;弥彦@10/30-11/01,,,21,0,🚀,2.8,
013925,黒田 篤,A2,81.00,小松島@10/03-10/05;京王閣@10/26-10/28,青森,青森Ｆ２@09/26/2R,21,0,🥺,4.6,
013926,早坂 道義,A3,70.91,静岡@10/07-10/09;宇都宮@10/30-11/01,川崎,川崎Ｆ２@09/24/5R;川崎Ｆ２@09/25/4R;川崎Ｆ２@09/26/5R,24,0,,4.2,
013927,高橋 由記,A3,68.92,平塚@10/03-10/05;前橋@10/13-10/15,奈良,奈良Ｆ２@09/24/6R;奈良Ｆ２@09/25/4R;奈良Ｆ２@09/26/3R,14,0,,4.2,
013929,宮内 善光,A2,89.19,いわき平@10/12-10/14;青森@10/24-10/26,,,21,0,,3.4,
013932,井上 雄三,A1,81.71,青森@09/30-10/02;四日市@10/07-10/09;大宮@10/22-10/24,,,21,0,,4.0,
013933,藤田 竜矢,A1,87.41,いわき平@10/04-10/06;静岡@10/15-10/17;大垣@10/22-10/24,熊本,熊本Ｆ２@09/24/6R;熊本Ｆ２@09/25/4R;熊本Ｆ２@09/26/1R,24,0,,3.6,
013936,小埜 正義,A1,90.70,いわき平@09/27-09/29;川崎@10/09-10/11;奈良@10/23-10/25,,,20,0,🚀,2.2,
013942,大西 健士,A2,84.60,川崎@10/09-10/11;富山@10/17-10/19;青森@10/24-10/26,,,23,0,🚀,3.0,
013947,石橋 慎太郎,A1,94.00,平塚@09/28-09/30;川崎@10/20-10/22;京王閣@10/26-10/28,,,15,0,,3.2,
013950,松山 桂輔,A1,88.50,大宮@10/06-10/08;玉野@10/13-10/15,熊本,熊本Ｆ２@09/24/2R;熊本Ｆ２@09/25/5R;熊本Ｆ２@09/26/5R,24,0,,4.2,
013951,永井 清史,A2,80.33,高知@10/17-10/19;岐阜@10/28-10/30,別府,別府Ｆ２@09/24/8R;別府Ｆ２@09/25/7R;別府Ｆ２@09/26/6R,15,0,🥺,5.0,
013952,東 鉄也,A2,80.90,防府@09/29-10/01;大垣@10/06-10/08;豊橋@10/15-10/17,,,17,0,,4.4,
013953,坂元 洋行,A2,80.80,佐世保@09/30-10/02;豊橋@10/15-10/17,,,21,0,🥺,5.8,
013955,三宅 裕武,A1,92.37,四日市@10/16-10/18;岐阜@10/28-10/30,,,24,0,,3.6,
013957,堂村 知哉,A2,83.95,西武園@10/30-11/01,,,21,0,🥺,5.2,
013959,鷲田 佳史,A1,93.00,広島@09/28-09/30;富山@10/10-10/12;松阪@10/21-10/23,,,21,0,🚀,2.0,
013964,高田 大輔,A3,72.11,平塚@09/28-09/30;岐阜@10/10-10/12;武雄@10/27-10/29,,,18,0,,3.4,
013965,岡田 雅也,A3,70.20,平塚@10/03-10/05;四日市@10/16-10/18,,,15,0,,4.2,
013968,越智 展孝,A2,83.50,武雄@10/17-10/19;京王閣@10/26-10/28,,,24,0,,4.0,
013969,武田 良太,A2,81.60,玉野@09/27-09/29;松山@10/04-10/06;奈良@10/14-10/16;武雄@10/27-10/29,,,23,0,,4.4,
013970,三好 陽一,A1,82.36,武雄@09/27-09/29;松山@10/04-10/06;熊本@10/12-10/14;京王閣@10/26-10/28,,,22,0,🥺,4.6,
013971,内山 拓,A1,86.33,小松島@10/03-10/05;豊橋@10/15-10/17;大垣@10/27-10/29,,,21,0,🥺,4.6,
013972,富永 昌久,A3,69.17,武雄@10/09-10/11;青森@10/19-10/21,弥彦,弥彦Ｆ２@09/24/2R;弥彦Ｆ２@09/25/3R;弥彦Ｆ２@09/26/1R,23,0,🚀,3.0,
013974,大竹野 裕樹,A3,76.25,前橋@09/30-10/02;松戸@10/30-11/01,,,24,0,,3.2,
013979,竹内 優也,A2,83.90,小松島@10/03-10/05;大垣@10/22-10/24;宇都宮@10/30-11/01,,,21,0,🥺,5.2,
013980,森田 康嗣,A2,87.38,いわき平@09/27-09/29;静岡@10/07-10/09;松阪@10/21-10/23,,,18,0,,3.6,
013983,大崎 智久,A2,81.55,いわき平@09/27-09/29;前橋@10/06-10/08;静岡@10/15-10/17;奈良@10/23-10/25,,,18,0,🥺,4.6,
013984,栗林 巧,A1,,小松島@10/03-10/05;前橋@10/13-10/15;青森@10/29-10/31,熊本,熊本Ｆ２@09/24/4R;熊本Ｆ２@09/25/3R;熊本Ｆ２@09/26/3R,0,0,,,
013985,高橋 陽介,A1,85.00,静岡@10/07-10/09;松阪@10/21-10/23,,,9,0,,,
013988,阿部 英光,A2,83.28,青森@09/30-10/02;富山@10/17-10/19;京王閣@10/26-10/28,,,21,0,🥺,4.8,
013989,大泉 英則,A2,79.27,平塚@09/28-09/30;いわき平@10/12-10/14;青森@10/24-10/26,,,18,0,🥺,5.6,
013993,佐藤 朋也,A1,92.15,富山@10/10-10/12;川崎@10/20-10/22,,,19,0,🚀,2.2,
013994,杉山 悠也,A1,93.92,富山@10/10-10/12;川崎@10/20-10/22,岸和,岸和Ｆ１@09/26/5R,13,2,🚀,3.0,
013996,丸山 貴秀,A1,94.52,青森@09/30-10/02;奈良@10/14-10/16;大宮@10/22-10/24,,,17,0,🚀,2.4,
013998,桂馬 将人,A3,70.00,平塚@09/28-09/30;静岡@10/07-10/09;宇都宮@10/30-11/01,,,17,0,,4.2,
014003,須賀 和彦,A2,85.29,松山@10/04-10/06;いわき平@10/12-10/14,,,24,0,,4.4,
014005,山本 健也,A1,91.66,小倉@10/11-10/13;大宮@10/22-10/24,,,21,0,🚀,2.6,
014006,青木 亮太,A3,67.80,高知@10/07-10/09;取手@10/19-10/21,,,20,0,🥺,4.8,
014008,甲斐 康昭,A2,82.94,静岡@10/15-10/17;大垣@10/22-10/24,熊本,熊本Ｆ２@09/24/5R;熊本Ｆ２@09/25/2R;熊本Ｆ２@09/26/5R,18,0,🥺,4.8,
014010,長谷川 辰徳,A3,66.35,防府@10/23-10/25;松戸@10/30-11/01,川崎,川崎Ｆ２@09/24/1R;川崎Ｆ２@09/25/4R;川崎Ｆ２@09/26/2R,20,0,🥺,5.8,
014011,細沼 健治,A2,78.25,,,,4,0,,,
014012,関 智晴,A2,83.66,川崎@10/01-10/03;四日市@10/21-10/23,,,21,0,,4.2,
014014,須藤 雄太,A3,67.42,青森@10/14-10/16;前橋@10/21-10/23;名古屋@10/30-11/01,,,7,0,🥺,5.2,
014015,米倉 剛志,A3,68.95,平塚@10/03-10/05;大宮@10/12-10/14;前橋@10/21-10/23,川崎,川崎Ｆ２@09/24/1R;川崎Ｆ２@09/25/2R;川崎Ｆ２@09/26/6R,20,0,,4.4,
014019,長崎 達也,A3,67.00,川崎@10/09-10/11;青森@10/19-10/21,,,24,0,🥺,4.8,
014021,森川 剛,A2,77.76,いわき平@09/27-09/29;前橋@10/13-10/15;小田原@10/26-10/28,,,24,0,🥺,5.8,
014024,櫻井 丈,A1,86.66,大垣@10/06-10/08;大宮@10/22-10/24,,,24,0,,3.2,
014027,臼井 昌巨,A3,71.33,前橋@09/30-10/02;名古屋@10/24-10/26,奈良,奈良Ｆ２@09/24/1R,27,0,🥺,4.8,
014031,筒井 裕哉,A1,89.27,防府@09/29-10/01;別府@10/14-10/16;大垣@10/22-10/24;宇都宮@10/30-11/01,,,15,0,,4.0,
014032,藤田 真,A1,87.33,静岡@10/07-10/09;大垣@10/22-10/24,,,15,0,,3.2,
014033,藤縄 洋介,A3,71.08,大垣@10/06-10/08;宇都宮@10/30-11/01,,,24,0,,4.0,
014034,鳥丸 晃順,A3,72.05,奈良@10/09-10/11;武雄@10/27-10/29,,,20,0,,3.2,
014035,伊藤 大彦,A1,89.70,別府@10/14-10/16;小田原@10/26-10/28,熊本,熊本Ｆ２@09/24/2R;熊本Ｆ２@09/25/6R;熊本Ｆ２@09/26/4R,21,0,🚀,2.0,
014036,篠原 龍馬,A1,90.80,四日市@10/07-10/09;高知@10/17-10/19,,,21,0,🚀,2.8,
014037,橋本 勝弘,A2,80.89,防府@09/29-10/01;平塚@10/08-10/10;広島@10/18-10/20,,,19,0,,4.4,
