reg_no,name,grade,score,entries,racing_now,retired
013729,堺 文人,A2,81.11,大垣@08/17-08/19;豊橋@09/04-09/06;防府@09/15-09/17;別府@09/24-09/26,,
013735,井上 剛,A3,72.88,弥彦@09/02-09/04;広島@09/20-09/22,,
013736,榊原 洋,A2,81.30,松山@08/21-08/23;武雄@09/03-09/05;立川@09/22-09/24,,
013738,眞鍋 伸也,A2,76.45,岐阜@08/24-08/26;立川@09/03-09/05;佐世保@09/12-09/14;高知@09/20-09/22,武雄,
013740,大久保 直也,A3,,立川@08/22-08/24;いわき平@08/30-09/01;武雄@09/16-09/18;奈良@09/24-09/26,,
013742,葛西 雄太郎,A2,82.30,川崎@08/30-09/01;久留米@09/17-09/19;玉野@09/27-09/29,,
013743,藤田 剣次,A3,74.00,青森@08/24-08/26;川崎@09/10-09/12;弥彦@09/24-09/26,,
013747,伊藤 大志,A1,95.77,防府@08/23-08/25;富山@09/10-09/12;青森@09/21-09/23,京王,
013748,佐々木 省司,A1,90.00,小松島@08/27-08/29;弥彦@09/07-09/09;いわき平@09/27-09/29,奈良,
013749,及川 裕奨,A3,74.88,岸和田@09/14-09/16;川崎@09/24-09/26,西武,
013755,佐藤 悦夫,A1,,奈良@08/26-08/28;岐阜@09/13-09/15;平塚@09/28-09/30,,
013760,矢口 啓一郎,A2,88.22,小松島@08/27-08/29;京王閣@09/08-09/10;川崎@09/17-09/19,奈良,
013761,新井 剛央,A2,80.00,松阪@08/31-09/02;弥彦@09/07-09/09,,
013763,川上 真二郎,A3,71.58,立川@08/22-08/24;京王閣@09/08-09/10;大宮@09/21-09/23,,
013766,武井 大介,A1,89.70,大垣@08/17-08/19,,
013767,松丸 裕紀,A3,71.08,豊橋@08/18-08/20;伊東@08/27-08/29;武雄@09/09-09/11;別府@09/24-09/26,,
013768,旭 啓介,A3,70.33,立川@08/17-08/19;西武園@08/31-09/02;大垣@09/22-09/24,,
013771,吉川 誠,A3,,岸和田@09/14-09/16;弥彦@09/24-09/26,,
013775,鈴木 良太,A1,85.66,玉野@09/02-09/04;前橋@09/11-09/13;青森@09/26-09/28,,
013776,小塚 潤,A3,70.41,静岡@08/30-09/01;松山@09/12-09/14;大宮@09/21-09/23,,
013781,服部 正継,A3,68.57,玉野@08/20-08/22;伊東@08/27-08/29;松阪@09/05-09/07;岸和田@09/14-09/16,,
013782,原 真司,A1,87.25,奈良@08/20-08/22;岐阜@08/30-09/01;四日市@09/09-09/11;玉野@09/27-09/29,,
013784,太田 雅之,A2,78.22,大垣@08/21-08/23;富山@09/03-09/05;久留米@09/17-09/19;玉野@09/27-09/29,,
013788,白崎 芳典,A3,67.55,別府@08/16-08/18;松阪@08/25-08/27;豊橋@09/11-09/13;弥彦@09/24-09/26,,
013792,辰己 豊,A1,84.00,玉野@08/20-08/22;和歌山@08/30-09/01;大垣@09/07-09/09;岸和田@09/14-09/16,,
013794,川西 亮介,A3,66.40,熊本@08/24-08/26;松阪@09/05-09/07;小松島@09/17-09/19,,
013796,陶器 一馬,A3,71.09,奈良@08/20-08/22;西武園@08/31-09/02;富山@09/10-09/12;弥彦@09/24-09/26,,
013799,真田 晃,A2,83.44,富山@08/20-08/22;岸和田@08/27-08/29;西武園@09/06-09/08;熊本@09/24-09/26,,
013802,大林 亮介,A3,73.60,立川@08/22-08/24;伊東@09/02-09/04;奈良@09/24-09/26,,
013809,杉山 剛,A2,82.76,武雄@08/21-08/23;岐阜@09/13-09/15;高知@09/20-09/22,,
013810,良永 浩一,A1,88.80,高知@08/25-08/27;富山@09/03-09/05;松山@09/19-09/21;防府@09/29-10/01,,
013811,池田 浩士,A2,87.00,松阪@08/25-08/27;京王閣@09/08-09/10;防府@09/15-09/17,,
013817,吉川 裕二,A2,83.44,西武園@08/21-08/23;青森@09/14-09/16;広島@09/28-09/30,京王,
013818,赤星 俊光,A3,63.28,玉野@08/20-08/22;いわき平@08/30-09/01;小松島@09/17-09/19;弥彦@09/24-09/26,,
013822,米原 大輔,A2,81.22,小松島@08/27-08/29;玉野@09/08-09/10;佐世保@09/20-09/22;防府@09/29-10/01,,
013824,上吹越 直樹,A1,93.00,武雄@08/21-08/23;玉野@09/02-09/04;別府@09/16-09/18,,
013826,田原 大広,A1,87.88,伊東@08/16-08/18;岸和田@08/27-08/29;青森@09/14-09/16;いわき平@09/27-09/29,,
013827,佐藤 雅彦,A1,88.44,立川@08/17-08/19;四日市@08/29-08/31;京王閣@09/08-09/10;武雄@09/27-09/29,,
013828,引地 正人,A1,83.66,佐世保@08/18-08/20;玉野@09/08-09/10,,
013830,田崎 良太郎,A3,,豊橋@08/18-08/20;伊東@08/27-08/29;武雄@09/09-09/11;立川@09/16-09/18,,
013834,平石 浩之,A1,88.22,弥彦@08/18-08/20;玉野@09/08-09/10;青森@09/21-09/23,青森,
013838,山田 武,A2,78.00,伊東@08/16-08/18;西武園@08/31-09/02;青森@09/21-09/23,,
013839,若林 耕司,A2,78.63,弥彦@08/18-08/20;武雄@09/03-09/05;佐世保@09/12-09/14;青森@09/26-09/28,,
013840,高瀬 卓,A3,64.33,立川@08/17-08/19;宇都宮@08/24-08/26;大垣@09/13-09/15;広島@09/20-09/22,,
013845,加賀美 智史,A2,82.40,佐世保@08/18-08/20;西武園@08/31-09/02;伊東@09/07-09/09;青森@09/14-09/16,,
013847,小林 大能,A3,64.00,伊東@08/16-08/18;宇都宮@08/24-08/26;弥彦@09/02-09/04;武雄@09/16-09/18,,
013853,長田 祐弥,A1,90.00,岐阜@08/30-09/01;高知@09/09-09/11;いわき平@09/27-09/29,,
013854,川田 忍,A2,84.33,静岡@08/15-08/17;和歌山@08/23-08/25;松戸@09/01-09/03;青森@09/21-09/23,,
013857,浅沼 聖士,A2,83.61,前橋@08/15-08/17;小倉@08/28-08/30;大垣@09/07-09/09;青森@09/26-09/28,,
013859,荒木 伸哉,A1,86.70,弥彦@08/18-08/20;岐阜@08/30-09/01;立川@09/16-09/18;岸和田@09/26-09/28,,
013860,藤原 清隆,,,,,
013861,岡田 大門,A3,68.80,奈良@08/20-08/22;伊東@08/27-08/29;大垣@09/13-09/15;弥彦@09/24-09/26,,
013863,吉田 健市,A1,88.50,大垣@08/21-08/23;豊橋@09/04-09/06;松山@09/19-09/21,,
013867,樋口 奨平,A3,69.25,別府@08/16-08/18;和歌山@08/23-08/25;富山@09/10-09/12;奈良@09/24-09/26,,
013884,守谷 陽介,A1,91.41,四日市@08/17-08/19;京王閣@09/08-09/10;高知@09/20-09/22;玉野@09/27-09/29,,
013885,柳谷 崇,A1,91.25,高知@08/18-08/20;富山@09/03-09/05;佐世保@09/20-09/22,,
013887,沖本 尚織,A3,74.66,別府@08/16-08/18;熊本@08/24-08/26;松山@09/12-09/14;平塚@09/28-09/30,,
013888,細川 貴史,A1,83.25,佐世保@08/18-08/20;高知@08/25-08/27;玉野@09/02-09/04;青森@09/21-09/23,,
013890,藤原 浩,A1,86.33,高知@08/18-08/20;川崎@08/30-09/01;青森@09/14-09/16;熊本@09/24-09/26,,
013892,梶山 裕次郎,A2,80.63,松山@08/21-08/23;富山@09/03-09/05;久留米@09/17-09/19;熊本@09/24-09/26,,
013893,片山 直人,A2,76.50,富山@09/03-09/05;玉野@09/27-09/29,岐阜,
013895,松尾 大樹,A2,79.16,玉野@08/20-08/22;佐世保@09/20-09/22;防府@09/29-10/01,岐阜,
013896,安東 英博,A2,81.60,大垣@08/17-08/19;玉野@09/08-09/10;高知@09/20-09/22,,
013897,加藤 大輔,A3,72.53,別府@08/16-08/18;青森@08/24-08/26;京王閣@09/08-09/10;いわき平@09/15-09/17;平塚@09/28-09/30,,
013899,山田 和巧,A2,87.22,伊東@08/16-08/18;四日市@08/29-08/31;松阪@09/05-09/07;立川@09/16-09/18,,
013901,山田 敦也,A1,95.25,玉野@08/26-08/28;武雄@09/03-09/05;青森@09/26-09/28,,
013902,岩崎 将士,A1,84.25,佐世保@08/18-08/20;豊橋@09/11-09/13;青森@09/26-09/28,,
013903,川崎 健次,A1,93.11,小松島@08/27-08/29;武雄@09/03-09/05;立川@09/16-09/18;平塚@09/28-09/30,青森,
013907,佐藤 正吾,A2,84.66,四日市@08/17-08/19;武雄@09/03-09/05;豊橋@09/11-09/13;青森@09/26-09/28,,
013908,菅田 和宏,A2,83.33,伊東@08/16-08/18;西武園@08/31-09/02;立川@09/22-09/24,,
013910,高橋 秀吉,A1,85.91,立川@08/17-08/19;奈良@08/26-08/28;伊東@09/07-09/09;青森@09/26-09/28,,
013914,小谷田 公則,A1,85.33,大垣@08/21-08/23;伊東@09/07-09/09;別府@09/16-09/18;平塚@09/28-09/30,青森,
013915,坂口 卓士,A2,87.33,伊東@08/16-08/18;宇都宮@08/31-09/02;佐世保@09/12-09/14,,
013916,白石 大輔,A1,86.25,四日市@08/17-08/19;岸和田@08/27-08/29;伊東@09/07-09/09;防府@09/15-09/17,,
013924,阿久津 修,A1,87.88,岸和田@08/27-08/29;松阪@09/05-09/07;青森@09/21-09/23,,
013925,黒田 篤,A2,81.50,前橋@08/15-08/17;玉野@09/02-09/04;大宮@09/13-09/15;青森@09/26-09/28,,
013926,早坂 道義,A3,71.41,伊東@08/16-08/18;立川@08/22-08/24;弥彦@09/02-09/04;武雄@09/16-09/18;川崎@09/24-09/26,,
013927,高橋 由記,A3,68.55,青森@08/24-08/26;弥彦@09/07-09/09;いわき平@09/15-09/17;奈良@09/24-09/26,,
013929,宮内 善光,A2,89.50,大垣@08/17-08/19;松阪@08/31-09/02;前橋@09/11-09/13,,
013932,井上 雄三,A1,80.75,四日市@08/17-08/19;宇都宮@08/31-09/02;高知@09/09-09/11,,
013933,藤田 竜矢,A1,88.16,弥彦@08/18-08/20;川崎@09/10-09/12;熊本@09/24-09/26,,
013936,小埜 正義,A1,90.54,四日市@08/17-08/19;富山@09/03-09/05;青森@09/14-09/16;いわき平@09/27-09/29,,
013942,大西 健士,A2,83.28,佐世保@08/18-08/20;弥彦@09/07-09/09;防府@09/15-09/17,,
013947,石橋 慎太郎,A1,94.66,伊東@09/07-09/09;平塚@09/28-09/30,,
013950,松山 桂輔,A1,88.83,西武園@08/21-08/23;富山@09/03-09/05;久留米@09/17-09/19;熊本@09/24-09/26,,
013951,永井 清史,A2,80.33,川崎@08/19-08/21;防府@09/15-09/17;別府@09/24-09/26,,
013952,東 鉄也,A2,82.08,岸和田@08/27-08/29;久留米@09/17-09/19;防府@09/29-10/01,,
013953,坂元 洋行,A2,80.33,四日市@08/17-08/19;大垣@09/07-09/09;松山@09/19-09/21,,
013955,三宅 裕武,A1,92.91,松山@08/21-08/23;松阪@08/31-09/02;豊橋@09/11-09/13;大垣@09/22-09/24,,
013957,堂村 知哉,A2,84.66,防府@08/23-08/25;松山@08/31-09/02;富山@09/10-09/12;小松島@09/23-09/25,岐阜,
013959,鷲田 佳史,A1,90.11,富山@08/20-08/22;和歌山@08/30-09/01;松山@09/19-09/21;広島@09/28-09/30,,
013964,高田 大輔,A3,71.22,奈良@08/20-08/22;伊東@08/27-08/29;小松島@09/17-09/19;平塚@09/28-09/30,,
013965,岡田 雅也,A3,73.33,松山@08/21-08/23;川崎@09/10-09/12;小松島@09/17-09/19;弥彦@09/24-09/26,,
013968,越智 展孝,A2,84.00,富山@08/20-08/22;玉野@08/26-08/28;高知@09/09-09/11;弥彦@09/19-09/21,,
013969,武田 良太,A2,79.63,四日市@08/17-08/19;松阪@08/25-08/27;富山@09/03-09/05;玉野@09/27-09/29,,
013970,三好 陽一,A1,81.25,小松島@08/27-08/29;富山@09/03-09/05;武雄@09/27-09/29,岐阜,
013971,内山 拓,A1,87.22,玉野@09/02-09/04;青森@09/21-09/23,武雄,
013972,富永 昌久,A3,67.41,別府@08/16-08/18;京王閣@09/08-09/10;弥彦@09/24-09/26,,
013974,大竹野 裕樹,A3,76.66,立川@08/22-08/24;静岡@08/30-09/01;京王閣@09/08-09/10;武雄@09/16-09/18,,
013979,竹内 優也,A2,85.83,富山@09/03-09/05;大宮@09/13-09/15,奈良,
013980,森田 康嗣,A2,87.16,弥彦@08/18-08/20;小松島@08/27-08/29;武雄@09/03-09/05;いわき平@09/27-09/29,,
013983,大崎 智久,A2,82.16,小松島@08/27-08/29;富山@09/03-09/05;いわき平@09/27-09/29,,
013984,栗林 巧,A1,,立川@09/16-09/18;熊本@09/24-09/26,,
013985,高橋 陽介,A1,85.00,武雄@09/27-09/29,,
013988,阿部 英光,A2,84.50,川崎@08/19-08/21;西武園@09/06-09/08;岐阜@09/13-09/15;小松島@09/23-09/25,青森,
013989,大泉 英則,A2,78.33,前橋@08/15-08/17;防府@08/23-08/25;岐阜@08/30-09/01;伊東@09/07-09/09;平塚@09/28-09/30,,
013993,佐藤 朋也,A1,88.80,弥彦@08/18-08/20;豊橋@09/04-09/06;前橋@09/11-09/13,,
013994,杉山 悠也,A1,96.00,川崎@08/19-08/21;松山@08/31-09/02;弥彦@09/07-09/09;岸和田@09/26-09/28,武雄,
013996,丸山 貴秀,A1,95.11,和歌山@08/23-08/25;立川@09/03-09/05;いわき平@09/15-09/17,,
013998,桂馬 将人,A3,71.33,いわき平@08/30-09/01;豊橋@09/11-09/13;広島@09/20-09/22;平塚@09/28-09/30,西武,
014003,須賀 和彦,A2,86.11,伊東@08/16-08/18;和歌山@08/23-08/25;松阪@08/31-09/02;京王閣@09/08-09/10;立川@09/22-09/24,,
014005,山本 健也,A1,89.66,弥彦@08/18-08/20;岸和田@08/27-08/29;前橋@09/11-09/13;大垣@09/22-09/24,,
014006,青木 亮太,A3,69.30,静岡@08/30-09/01;松山@09/12-09/14;大宮@09/21-09/23,,
014008,甲斐 康昭,A2,80.33,静岡@08/15-08/17;松戸@09/01-09/03;豊橋@09/11-09/13;熊本@09/24-09/26,,
014010,長谷川 辰徳,A3,66.16,和歌山@08/23-08/25;四日市@08/29-08/31;岸和田@09/14-09/16;川崎@09/24-09/26,,
014011,細沼 健治,A2,78.25,青森@09/26-09/28,,
014012,関 智晴,A2,82.22,伊東@08/16-08/18;和歌山@08/23-08/25;富山@09/03-09/05;弥彦@09/19-09/21,,
014014,須藤 雄太,A3,,伊東@08/27-08/29;大垣@09/13-09/15;大宮@09/21-09/23,西武,
014015,米倉 剛志,A3,69.41,四日市@08/29-08/31;弥彦@09/07-09/09;立川@09/16-09/18;川崎@09/24-09/26,,
014019,長崎 達也,A3,68.00,四日市@08/29-08/31;西武園@09/06-09/08;大垣@09/22-09/24,西武,
014021,森川 剛,A2,78.12,伊東@08/16-08/18;岐阜@09/13-09/15;いわき平@09/27-09/29,,
014024,櫻井 丈,A1,86.33,前橋@08/15-08/17;玉野@09/02-09/04;青森@09/14-09/16,,
014027,臼井 昌巨,A3,73.50,別府@08/16-08/18;西武園@08/31-09/02;武雄@09/09-09/11,,
014031,筒井 裕哉,A1,89.66,高知@08/18-08/20;西武園@08/31-09/02;防府@09/29-10/01,,
014032,藤田 真,A1,86.66,高知@08/18-08/20;玉野@08/26-08/28;武雄@09/03-09/05;豊橋@09/11-09/13;別府@09/24-09/26,,
014033,藤縄 洋介,A3,70.77,和歌山@08/23-08/25;伊東@09/02-09/04;豊橋@09/11-09/13,西武,
014034,鳥丸 晃順,A3,73.00,豊橋@08/18-08/20;松阪@08/25-08/27;京王閣@09/08-09/10;松山@09/19-09/21,,
014035,伊藤 大彦,A1,88.60,松山@08/21-08/23;いわき平@09/07-09/09;熊本@09/24-09/26,,
014036,篠原 龍馬,A1,89.91,武雄@08/21-08/23;久留米@09/05-09/07;いわき平@09/15-09/17,,
014037,橋本 勝弘,A2,80.40,小松島@08/27-08/29;富山@09/03-09/05;立川@09/22-09/24;防府@09/29-10/01,,
014040,竹内 真一,A2,82.00,武雄@08/21-08/23;宇都宮@08/31-09/02;玉野@09/27-09/29,奈良,
014042,徳吉 正治,A3,70.26,奈良@08/20-08/22;松山@09/12-09/14;川崎@09/24-09/26,,
014044,八尋 英輔,A1,86.00,松阪@08/25-08/27;青森@09/14-09/16;別府@09/24-09/26,,
014046,秋山 貴宏,A3,73.25,奈良@08/20-08/22;弥彦@09/02-09/04;いわき平@09/15-09/17;川崎@09/24-09/26,,
014048,川島 勝,A2,86.25,奈良@08/20-08/22;岐阜@09/13-09/15;高知@09/20-09/22,,
014049,廣田 樹里,A3,74.33,豊橋@08/18-08/20;伊東@08/27-08/29;武雄@09/09-09/11;川崎@09/24-09/26,,
014056,橋本 紀彰,A2,82.77,武雄@08/21-08/23;四日市@09/09-09/11;いわき平@09/27-09/29,青森,
014057,松田 優一,A2,85.41,立川@08/17-08/19;松戸@09/01-09/03;防府@09/15-09/17,,
014058,佐藤 謙,A2,86.41,松戸@09/01-09/03;玉野@09/08-09/10;川崎@09/17-09/19,,
014059,高塩 讓次,A1,94.08,宇都宮@08/31-09/02;玉野@09/08-09/10,青森,
014061,塚本 和宏,A2,,西武園@08/21-08/23;四日市@08/29-08/31;いわき平@09/07-09/09;青森@09/21-09/23,,
014062,齋藤 昌弘,A2,79.83,岸和田@08/27-08/29;富山@09/03-09/05;川崎@09/10-09/12,,
014064,吉松 賢二,A3,71.36,伊東@08/16-08/18;大垣@09/13-09/15;大宮@09/21-09/23,,
014066,池田 勇人,A1,93.22,弥彦@08/18-08/20;西武園@09/06-09/08;岸和田@09/14-09/16;平塚@09/28-09/30,,
014067,工藤 考生,A3,71.50,伊東@08/16-08/18;いわき平@08/30-09/01;大垣@09/13-09/15;大宮@09/21-09/23,,
014069,渡邊 政幸,A3,69.90,伊東@08/16-08/18;青森@08/24-08/26;弥彦@09/07-09/09;大宮@09/21-09/23,,
014070,秋葉 大輔,A2,86.11,立川@08/17-08/19;川崎@08/30-09/01;玉野@09/08-09/10;青森@09/26-09/28,,
014072,伊藤 之人,A3,73.66,伊東@08/16-08/18;西武園@08/31-09/02;川崎@09/10-09/12;大宮@09/21-09/23,,
014075,松根 真,A2,79.08,高知@08/18-08/20;松山@08/31-09/02;弥彦@09/19-09/21,,
014077,古屋 琢晶,A1,89.11,川崎@08/19-08/21;富山@09/03-09/05;大宮@09/13-09/15;大垣@09/22-09/24,,
014078,植草 亮介,A1,81.66,前橋@08/15-08/17;松阪@08/31-09/02;大垣@09/07-09/09;川崎@09/17-09/19,,
014079,江本 博明,A2,80.41,高知@08/18-08/20;富山@09/03-09/05;いわき平@09/27-09/29,,
014080,近藤 隆司,A1,96.16,弥彦@08/18-08/20;松阪@08/31-09/02;立川@09/22-09/24,,
014082,高橋 雅之,A1,94.11,富山@08/20-08/22;松戸@09/01-09/03;岸和田@09/14-09/16;大垣@09/22-09/24,,
014083,成清 謙二郎,A1,78.16,大垣@08/21-08/23;四日市@08/29-08/31;伊東@09/07-09/09;岸和田@09/14-09/16,青森,
014084,小菅 誠,A1,89.62,和歌山@08/23-08/25;西武園@08/31-09/02;玉野@09/08-09/10,青森,
014086,齋藤 友幸,A1,86.80,岐阜@08/30-09/01;大宮@09/13-09/15;熊本@09/24-09/26,,
014087,高橋 隆太,A2,79.00,前橋@08/15-08/17;岐阜@08/24-08/26;松阪@08/31-09/02;伊東@09/07-09/09;熊本@09/24-09/26,,
014091,伊原 弘幸,A1,82.66,松阪@08/25-08/27;松戸@09/01-09/03;弥彦@09/19-09/21,,
014092,山出 裕幸,A2,80.44,静岡@08/15-08/17;小倉@08/28-08/30;大垣@09/22-09/24;防府@09/29-10/01,,
014093,窪田 陽介,A3,72.00,別府@08/16-08/18;松戸@09/01-09/03;松山@09/19-09/21,,
014094,有馬 雄二,A2,81.75,和歌山@08/30-09/01;富山@09/10-09/12;静岡@09/18-09/20,奈良,
014098,菊谷 信一,A1,92.00,四日市@08/29-08/31;富山@09/10-09/12;久留米@09/17-09/19,,
014099,坂本 佳憲,A3,66.36,玉野@08/20-08/22;伊東@08/27-08/29;大垣@09/13-09/15;広島@09/20-09/22,,
014101,永橋 武司,A3,68.55,立川@08/22-08/24;四日市@08/29-08/31;豊橋@09/11-09/13;松山@09/19-09/21,,
014102,篠塚 光一,A1,81.50,大垣@08/21-08/23;松阪@09/05-09/07;佐世保@09/20-09/22,京王,
014104,池田 憲昭,A1,93.33,佐世保@08/18-08/20;松阪@08/25-08/27;玉野@09/02-09/04;四日市@09/09-09/11,,
014110,廣川 泰昭,A2,83.20,高知@08/25-08/27;豊橋@09/04-09/06;大宮@09/13-09/15;小松島@09/23-09/25,,
014115,原田 礼,A2,84.50,松山@08/21-08/23;武雄@09/03-09/05;川崎@09/10-09/12;青森@09/21-09/23,,
014116,安東 宏高,A1,86.00,玉野@08/26-08/28;高知@09/09-09/11;広島@09/28-09/30,,
014119,中村 雅仁,A1,90.44,大垣@08/17-08/19;岐阜@08/24-08/26;佐世保@09/12-09/14;青森@09/21-09/23,,
014120,永田 修一,A3,73.41,熊本@08/24-08/26;伊東@09/02-09/04;松山@09/19-09/21,,
014124,石田 宏樹,A3,72.66,立川@08/22-08/24;松阪@09/05-09/07;大垣@09/22-09/24,西武,
014125,坂本 昌宏,A2,80.20,富山@08/20-08/22;松阪@08/31-09/02;伊東@09/07-09/09;静岡@09/18-09/20,,
014126,高谷 敏史,A3,73.41,宇都宮@08/24-08/26;弥彦@09/02-09/04;小松島@09/17-09/19,,
014128,嶋貫 高大,A3,,伊東@08/16-08/18;熊本@08/24-08/26;西武園@09/06-09/08;岸和田@09/14-09/16;川崎@09/24-09/26,,
014130,竹山 陵太,A1,94.11,前橋@08/15-08/17;和歌山@08/30-09/01;いわき平@09/07-09/09;立川@09/16-09/18,,
014132,三澤 康人,A1,90.44,武雄@08/21-08/23;西武園@08/31-09/02;大垣@09/07-09/09;川崎@09/17-09/19,青森,
014133,高橋 紀史,A2,80.66,防府@08/23-08/25;高知@09/09-09/11;松山@09/19-09/21,武雄,
014135,金澤 幸司,A1,95.33,伊東@08/16-08/18;岐阜@08/30-09/01;前橋@09/11-09/13;平塚@09/28-09/30,,
014136,金澤 竜二,A1,96.66,立川@08/17-08/19;奈良@08/26-08/28;富山@09/03-09/05;川崎@09/17-09/19,,
014139,小田倉 勇二,A1,93.33,佐世保@08/18-08/20;岐阜@08/30-09/01;いわき平@09/07-09/09;大垣@09/22-09/24,,
014144,石川 雅望,A1,89.16,大垣@08/17-08/19;富山@09/03-09/05;立川@09/22-09/24,,
014145,篠原 忍,A1,93.00,静岡@08/15-08/17;西武園@08/31-09/02;佐世保@09/20-09/22,,
014153,伊藤 太一,A1,86.00,立川@08/17-08/19;奈良@08/26-08/28;豊橋@09/11-09/13;弥彦@09/19-09/21,,
014154,長岡 豪,A3,69.85,立川@08/17-08/19;青森@08/24-08/26;松阪@09/05-09/07;武雄@09/16-09/18;弥彦@09/24-09/26,,
014155,佐藤 政利,A2,83.33,松山@08/31-09/02;伊東@09/07-09/09,青森,
014157,原田 泰志,A1,85.00,松山@08/31-09/02;伊東@09/23-09/25,青森,
014158,本間 慎吾,A3,74.33,青森@08/24-08/26;いわき平@09/15-09/17;平塚@09/28-09/30,,
014161,藤田 大輔,A1,85.25,宇都宮@08/31-09/02;前橋@09/11-09/13;熊本@09/24-09/26,武雄,
014164,田中 孝彦,A1,86.16,前橋@08/15-08/17;西武園@08/31-09/02;佐世保@09/12-09/14,,
014166,倉野 隆太郎,A2,82.00,岸和田@08/27-08/29;武雄@09/03-09/05;前橋@09/11-09/13;小松島@09/23-09/25,,
014169,富安 保充,A2,83.50,和歌山@08/23-08/25;前橋@09/11-09/13;弥彦@09/19-09/21,,
014171,深見 仁哉,A2,79.20,奈良@08/20-08/22;松阪@08/31-09/02;大垣@09/22-09/24,岐阜,
014172,山田 隼司,A2,80.55,前橋@08/15-08/17;小倉@08/28-08/30;富山@09/10-09/12;久留米@09/17-09/19,,
014178,伊原 克彦,A1,93.77,富山@08/20-08/22;川崎@08/30-09/01;佐世保@09/12-09/14;熊本@09/24-09/26,,
014179,肥後 公允,A3,66.20,玉野@08/20-08/22;伊東@09/02-09/04;広島@09/20-09/22,,
014180,坂本 匡洋,A2,90.58,静岡@08/15-08/17;岐阜@08/24-08/26;西武園@09/06-09/08;玉野@09/27-09/29,,
014181,藤原 悠斗,A2,82.84,武雄@08/21-08/23;玉野@09/02-09/04;四日市@09/09-09/11;青森@09/21-09/23,,
014183,隅田 幸助,A3,64.00,玉野@08/20-08/22;伊東@08/27-08/29;久留米@09/05-09/07;松山@09/12-09/14,,
014185,隅 貴史,A1,89.55,防府@08/23-08/25;玉野@09/08-09/10;弥彦@09/19-09/21,,
014187,大西 祐,A1,90.75,松山@08/21-08/23;小倉@08/28-08/30;川崎@09/10-09/12;玉野@09/27-09/29,,
014192,野本 翔太,A1,83.66,奈良@08/20-08/22;佐世保@09/20-09/22;平塚@09/28-09/30,武雄,
014193,玉手 翔,A1,88.16,前橋@08/15-08/17;岐阜@08/24-08/26;松阪@08/31-09/02;高知@09/09-09/11,,
014194,桑原 亮,A1,90.44,玉野@08/20-08/22;京王閣@09/08-09/10;別府@09/24-09/26,岐阜,
014195,田中 孝法,A2,79.41,高知@08/25-08/27;大垣@09/07-09/09;防府@09/29-10/01,京王,
014202,島田 茂希,A3,71.66,伊東@08/16-08/18;いわき平@08/30-09/01;弥彦@09/07-09/09;武雄@09/16-09/18,,
014204,大崎 和也,A1,86.88,静岡@08/15-08/17;岐阜@08/24-08/26;玉野@09/02-09/04;立川@09/16-09/18,,
014205,日当 泰之,A2,80.50,京王閣@09/08-09/10;大垣@09/22-09/24,青森,
014206,金野 俊秋,A1,88.00,静岡@08/15-08/17;西武園@08/31-09/02;高知@09/09-09/11,,
014209,加美山 隆行,A3,67.50,豊橋@08/18-08/20;静岡@08/30-09/01;いわき平@09/15-09/17;大垣@09/22-09/24,,
014213,岡田 哲夫,A3,67.77,和歌山@08/23-08/25;伊東@09/02-09/04;富山@09/10-09/12,,
014216,田村 純一,A3,75.50,伊東@08/16-08/18;四日市@08/29-08/31;富山@09/10-09/12;奈良@09/24-09/26,,
014218,邊見 斎,A3,71.78,四日市@08/29-08/31;松山@09/12-09/14;大宮@09/21-09/23,,
014220,山崎 悟,A2,79.91,立川@08/17-08/19;西武園@09/06-09/08;青森@09/14-09/16,,
014223,瀧野 勝太,A2,83.75,小倉@08/28-08/30;伊東@09/07-09/09;防府@09/15-09/17,青森,
014224,矢島 一弥,A1,81.33,富山@08/20-08/22;前橋@09/11-09/13;青森@09/26-09/28,,
014225,伊藤 亮,A1,87.71,西武園@08/21-08/23;大垣@09/07-09/09;青森@09/14-09/16,武雄,
014226,大畑 裕貴,A2,84.22,西武園@08/21-08/23;四日市@08/29-08/31;前橋@09/11-09/13;青森@09/21-09/23,,
014227,緒方 剛,A2,80.11,川崎@08/19-08/21;玉野@09/02-09/04;高知@09/09-09/11;立川@09/16-09/18,武雄,
014230,山田 義彦,A1,87.83,大垣@08/21-08/23;伊東@09/07-09/09;防府@09/15-09/17,,
014235,鈴木 庸之,A1,95.44,四日市@08/17-08/19;松阪@09/05-09/07;青森@09/14-09/16,,
014236,本田 拓也,A2,81.16,川崎@08/19-08/21;松阪@08/31-09/02;青森@09/14-09/16,,
014240,須藤 誠,A2,80.66,大垣@08/17-08/19;松阪@08/31-09/02;立川@09/16-09/18,,
014242,亀谷 隆一,A2,78.18,立川@08/17-08/19;伊東@09/07-09/09;青森@09/14-09/16,,
014243,齊藤 健人,A2,80.53,立川@08/17-08/19;松戸@09/01-09/03;富山@09/10-09/12,,
014245,後藤 彰仁,A2,85.00,玉野@08/20-08/22;岸和田@08/27-08/29;豊橋@09/04-09/06;大宮@09/13-09/15;大垣@09/22-09/24,,
014251,関谷 哲平,A3,67.66,奈良@08/20-08/22;伊東@08/27-08/29;西武園@09/06-09/08;岸和田@09/14-09/16,,
014254,武田 和也,A3,69.75,松阪@08/25-08/27;久留米@09/05-09/07;武雄@09/16-09/18,,
